Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
3978,6401.8,19695.7,161.5,83,585,36,
3979,6403.3,19700.4,161.5,83,585,36,
3980,6405.0,19705.8,160.9,84,589,36,
3981,6406.8,19711.3,161.3,83,587,36,
3982,6408.5,19716.7,161.1,84,588,35,
3983,6410.0,19721.4,161.1,84,588,35,
3984,6411.8,19726.8,160.7,84,590,36,
3985,6413.5,19732.3,161.0,84,588,36,
3986,6415.3,19737.7,163.0,81,578,33,
3987,6416.8,19742.3,163.0,81,578,33,
3988,6418.5,19747.9,158.6,88,601,38,
3989,6420.0,19752.5,158.6,88,601,38,
3990,6421.8,19758.0,160.5,85,591,36,
3991,6423.6,19763.5,159.9,86,594,36,
3992,6425.3,19769.0,159.4,86,597,35,
3993,6426.8,19773.8,159.4,86,597,35,
3994,6428.5,19779.4,157.5,90,608,36,
3995,6430.3,19785.1,156.1,92,616,35,
3996,6432.0,19790.8,153.2,97,635,36,
3997,6433.8,19796.5,152.9,98,636,35,
3998,6435.5,19802.3,153.3,97,634,35,
3999,6437.0,19807.2,153.3,97,634,35,
4000,6438.8,19812.9,153.5,97,633,36,
4001,6440.5,19818.6,153.0,98,636,36,
4002,6442.0,19823.6,153.0,98,636,36,
4003,6443.8,19829.3,152.6,98,638,35,
4004,6445.6,19835.2,151.8,100,644,36,
4005,6447.3,19840.9,152.5,99,639,36,
4006,6448.8,19845.8,152.5,99,639,36,
4007,6450.5,19851.4,154.0,96,629,35,
4008,6452.3,19857.0,156.5,91,614,36,
4009,6454.0,19862.5,158.3,88,603,36,
4010,6455.5,19867.3,158.3,88,603,36,
4011,6457.3,19872.8,158.1,89,604,36,
4012,6459.0,19878.4,157.9,89,605,35,
4013,6460.5,19883.1,157.9,89,605,35,
4014,6462.5,19889.5,157.6,89,607,34,
4015,6464.0,19894.2,157.6,89,607,34,
4016,6465.8,19899.9,156.9,91,611,36,
4017,6467.5,19905.4,158.1,89,604,34,
4018,6469.3,19910.9,158.4,88,603,36,
4019,6471.0,19916.4,160.2,85,592,35,
4020,6472.5,19921.1,160.2,85,592,35,
4021,6474.3,19926.6,160.1,85,593,36,
4022,6476.0,19932.2,158.3,88,603,35,
4023,6477.8,19937.7,157.9,89,605,35,
4024,6479.5,19943.3,156.9,91,611,34,
4025,6481.3,19948.9,156.7,91,613,34,
4026,6483.0,19954.6,155.9,92,617,35,
4027,6484.8,19960.2,155.9,92,617,35,
4028,6486.5,19965.8,157.1,90,610,35,
4029,6488.0,19970.5,157.1,90,610,35,
4030,6489.8,19976.1,156.6,91,613,36,
4031,6491.5,19981.7,157.7,89,607,35,
4032,6493.3,19987.3,158.0,89,605,34,
4033,6495.0,19992.8,159.2,87,598,34,
4034,6496.8,19998.3,157.7,89,607,35,
4035,6498.3,20003.0,157.7,89,607,35,
4036,6500.0,20008.5,158.1,89,604,35,
4037,6501.8,20014.1,159.8,86,595,35,
4038,6503.5,20019.5,159.7,86,595,35,
4039,6505.3,20025.0,160.3,85,592,34,
4040,6507.0,20030.4,159.9,86,594,34,
4041,6508.8,20035.8,162.5,82,580,35,
4042,6510.5,20041.2,161.7,83,584,35,
4043,6512.3,20046.6,162.6,81,580,35,
4044,6513.8,20051.2,162.6,81,580,35,
4045,6515.5,20056.5,164.5,79,570,36,
4046,6517.3,20061.9,164.5,79,570,35,
4047,6519.0,20067.3,163.0,81,578,34,
4048,6520.8,20072.7,162.4,82,581,37,
4049,6522.3,20077.1,169.6,72,546,38,
4050,6523.8,20081.5,171.0,70,540,40,
4051,6525.5,20086.6,168.4,73,552,35,
4052,6527.0,20091.0,171.6,69,538,38,
4053,6528.8,20096.7,156.2,92,616,36,
4054,6530.3,20101.6,156.2,92,616,36,
4055,6532.0,20107.2,155.0,94,623,36,
4056,6533.8,20112.9,156.0,92,617,36,
4057,6535.3,20117.6,156.0,92,617,36,
4058,6537.0,20123.2,158.7,88,601,37,
4059,6538.5,20127.8,158.7,88,601,37,
4060,6540.3,20133.3,159.4,86,597,36,
4061,6542.0,20138.8,162.0,82,583,37,
4062,6543.5,20143.4,162.0,82,583,37,
4063,6545.3,20148.9,159.8,86,595,36,
4064,6547.0,20154.3,159.7,86,595,36,
4065,6548.5,20159.1,160.2,85,592,37,
4066,6550.3,20164.4,161.9,82,583,37,
4067,6551.8,20169.0,163.5,80,575,38,
4068,6553.3,20173.6,163.5,80,575,38,
4069,6555.0,20179.0,162.4,82,581,37,
4070,6556.5,20183.6,162.4,82,581,37,
4071,6558.3,20189.0,163.2,81,577,36,
4072,6560.0,20194.5,161.1,84,588,36,
4073,6561.8,20199.9,159.9,86,594,36,
4074,6563.3,20204.6,159.9,86,594,36,
4075,6565.0,20210.0,161.0,84,588,35,
4076,6566.8,20215.5,161.3,83,587,35,
4077,6568.5,20220.9,162.0,82,583,36,
4078,6570.0,20225.5,162.0,82,583,36,
4079,6571.8,20231.0,161.9,82,583,35,
4080,6573.5,20236.6,157.2,90,610,35,
4081,6575.3,20242.3,154.8,94,624,36,
4082,6577.0,20248.0,154.1,96,629,35,
4083,6578.5,20252.7,154.1,96,629,35,
4084,6580.3,20258.4,155.4,93,620,36,
4085,6582.0,20264.0,157.3,90,609,36,
4086,6583.8,20269.5,158.7,88,601,35,
4087,6585.5,20275.1,157.7,89,607,36,
4088,6587.0,20279.8,157.7,89,607,36,
4089,6588.8,20285.3,158.9,87,600,36,
4090,6590.5,20290.8,159.8,86,595,36,
4091,6592.3,20296.3,159.2,87,598,35,
4092,6593.8,20301.0,160.7,84,590,37,
4093,6595.5,20306.5,159.8,86,595,35,
4094,6597.3,20312.0,159.9,86,594,35,
4095,6598.8,20316.6,159.9,86,594,35,
4096,6600.5,20322.1,160.7,84,590,36,
4097,6602.3,20327.5,162.9,81,578,35,
4098,6604.0,20332.9,162.9,81,578,35,
4099,6605.8,20338.4,161.4,83,586,35,
4100,6607.5,20343.8,160.0,85,594,35,
4101,6609.3,20349.3,160.7,84,590,35,
4102,6610.8,20353.9,160.7,84,590,35,
4103,6612.5,20359.4,160.2,85,592,37,
4104,6614.3,20364.9,159.9,86,594,36,
4105,6616.0,20370.4,160.7,84,590,36,
4106,6617.5,20375.1,160.7,84,590,36,
4107,6619.3,20380.5,162.3,82,581,36,
4108,6621.0,20385.8,163.9,79,573,36,
4109,6622.5,20390.4,163.9,79,573,36,
4110,6624.3,20395.8,162.8,81,579,36,
4111,6626.0,20401.2,162.6,81,580,36,
4112,6627.5,20405.8,162.6,81,580,36,
4113,6629.3,20411.4,159.9,86,594,37,
4114,6630.8,20416.1,159.1,87,599,38,
4115,6632.5,20421.6,158.8,87,600,37,
4116,6634.0,20426.3,158.5,88,602,37,
4117,6635.8,20431.8,161.9,82,583,36,
4118,6637.3,20436.4,161.9,82,583,36,
4119,6639.0,20441.8,163.3,80,576,36,
4120,6640.5,20446.4,163.3,80,576,36,
4121,6642.3,20451.8,163.2,81,577,36,
4122,6644.0,20457.1,163.7,80,574,36,
4123,6645.5,20461.7,163.7,80,574,36,
4124,6647.3,20467.1,163.1,81,577,37,
4125,6648.8,20471.7,162.3,82,581,37,
4126,6650.5,20477.2,162.6,81,580,36,
4127,6652.0,20481.8,160.6,84,590,37,
4128,6653.8,20487.3,160.4,85,591,36,
4129,6655.3,20492.0,160.4,85,591,36,
4130,6657.0,20497.5,159.2,87,598,37,
4131,6658.8,20502.9,161.1,84,588,35,
4132,6660.5,20508.4,161.7,83,584,35,
4133,6662.3,20513.8,160.9,84,589,35,
4134,6663.8,20518.5,161.3,83,587,37,
4135,6665.5,20524.0,159.9,86,594,36,
4136,6667.0,20528.7,159.9,86,594,36,
4137,6668.8,20534.3,158.2,88,604,36,
4138,6670.5,20539.8,158.4,88,603,35,
4139,6672.3,20545.3,159.9,86,594,35,
4140,6674.0,20550.8,160.0,85,594,34,
4141,6675.5,20555.6,160.0,85,594,34,
4142,6677.3,20561.2,157.2,90,610,36,
4143,6679.0,20566.8,157.2,90,610,36,
4144,6680.8,20572.3,158.6,88,601,35,
4145,6682.5,20577.7,159.9,86,594,35,
4146,6684.0,20582.5,159.9,86,594,35,
4147,6685.8,20588.0,158.3,88,603,36,
4148,6687.5,20593.6,158.0,89,605,36,
4149,6689.0,20598.3,158.0,89,605,36,
4150,6690.8,20603.9,157.6,89,607,36,
4151,6692.5,20609.4,158.4,88,603,36,
4152,6694.0,20614.2,158.4,88,603,36,
4153,6695.8,20619.7,160.0,85,594,36,
4154,6697.5,20625.1,161.5,83,585,36,
4155,6699.0,20629.8,160.1,85,593,37,
4156,6700.8,20635.3,160.2,85,592,37,
4157,6702.3,20640.0,160.2,85,592,37,
4158,6704.0,20645.4,160.4,85,591,36,
4159,6705.5,20650.1,160.4,85,591,36,
4160,6707.3,20655.6,160.5,85,591,36,
4161,6709.0,20661.2,158.0,89,605,36,
4162,6710.5,20666.0,158.0,89,605,36,
4163,6712.3,20671.6,155.1,94,622,36,
4164,6714.0,20677.3,156.4,91,614,36,
4165,6715.5,20682.0,156.4,91,614,36,
4166,6717.3,20687.4,160.2,85,592,36,
4167,6719.0,20693.0,157.6,89,607,36,
4168,6720.5,20697.9,157.6,89,607,36,
4169,6722.3,20703.3,159.8,86,595,37,
4170,6723.8,20708.0,163.4,80,576,38,
4171,6725.3,20712.7,163.4,80,576,38,
4172,6727.0,20718.4,152.9,98,636,39,
4173,6728.5,20723.3,153.5,97,633,38,
4174,6730.3,20729.0,154.9,94,624,37,
4175,6731.8,20733.8,158.0,89,605,37,
4176,6733.5,20739.3,159.1,87,599,37,
4177,6735.0,20743.9,159.1,87,599,37,
4178,6736.8,20749.3,162.8,81,579,35,
4179,6738.5,20754.7,160.8,84,589,36,
4180,6740.0,20759.5,160.8,84,589,36,
4181,6741.8,20765.1,157.7,89,607,36,
4182,6744.0,20772.0,163.0,81,578,28,
4183,6745.5,20776.6,163.0,81,578,28,
4184,6747.3,20782.1,162.6,81,580,37,
4185,6748.8,20786.7,163.5,80,575,38,
4186,6750.5,20792.0,165.6,77,565,37,
4187,6752.0,20796.5,164.8,78,569,36,
4188,6753.8,20801.8,164.6,78,570,35,
4189,6755.3,20806.4,164.6,78,570,35,
4190,6757.0,20811.8,163.7,80,574,36,
4191,6758.8,20817.2,161.5,83,585,36,
4192,6760.3,20822.0,159.4,86,597,37,
4193,6762.0,20827.6,155.5,93,620,36,
4194,6763.5,20832.4,155.5,93,620,36,
4195,6765.3,20838.0,157.3,90,609,37,
4196,6766.8,20842.8,155.7,93,619,38,
4197,6768.5,20848.4,155.5,93,620,37,
4198,6770.0,20853.2,155.5,93,620,37,
4199,6771.8,20858.9,157.2,90,610,36,
4200,6773.3,20863.6,157.2,90,610,36,
4201,6775.0,20869.1,159.1,87,599,37,
4202,6776.5,20873.8,159.1,87,599,37,
4203,6778.3,20879.3,160.8,84,589,36,
4204,6780.0,20884.8,160.6,84,590,35,
4205,6781.8,20890.2,160.5,85,591,35,
4206,6783.3,20894.9,160.5,85,591,35,
4207,6785.0,20900.3,160.9,84,589,36,
4208,6786.8,20905.6,165.3,77,566,35,
4209,6788.5,20911.0,162.3,82,581,35,
4210,6790.0,20915.7,162.3,82,581,35,
4211,6791.8,20921.2,159.3,87,597,36,
4212,6793.5,20926.8,157.7,89,607,37,
4213,6795.0,20931.5,157.7,89,607,37,
4214,6796.8,20937.1,158.2,88,604,36,
4215,6798.5,20942.6,159.5,86,596,35,
4216,6800.0,20947.3,159.5,86,596,35,
4217,6801.8,20952.8,160.1,85,593,36,
4218,6803.5,20958.3,159.3,87,597,35,
4219,6805.3,20963.8,159.3,87,597,35,
4220,6807.0,20969.3,161.5,83,585,36,
4221,6808.5,20973.8,164.7,78,569,37,
4222,6810.0,20978.2,164.7,78,569,37,
4223,6811.5,20982.9,169.2,72,548,38,
4224,6812.8,20986.8,163.1,81,577,52,
4225,6813.5,20989.1,163.1,81,577,52,
4226,6814.3,20991.3,162.3,82,581,70,
4227,6816.8,20998.4,177.2,63,516,26,
4228,6817.8,21001.0,193.2,49,467,57,
4229,6819.3,21005.0,188.9,52,478,42,
4230,6820.5,21008.7,188.9,52,478,42,
4231,6822.0,21013.3,164.1,79,572,42,
4232,6823.5,21017.9,165.1,78,567,42,
4233,6824.8,21021.6,165.1,78,567,42,
4234,6826.3,21026.3,167.4,75,556,43,
4235,6827.8,21031.0,158.1,89,604,42,
4236,6829.0,21034.9,158.1,89,604,42,
4237,6830.5,21039.4,166.3,76,561,43,
4238,6832.0,21043.8,171.8,69,537,41,
4239,6833.3,21047.5,171.8,69,537,41,
4240,6834.8,21052.1,170.5,71,543,43,
4241,6836.5,21057.6,160.4,85,591,38,
4242,6838.0,21062.2,159.8,86,595,38,
4243,6839.8,21067.6,162.6,81,580,36,
4244,6841.3,21072.2,165.4,77,566,38,
4245,6842.8,21076.6,165.4,77,566,38,
4246,6844.5,21081.8,169.1,72,549,37,
4247,6846.2,21087.0,167.2,75,557,36,
4248,6847.8,21091.6,167.2,75,557,36,
4249,6849.5,21097.0,162.3,82,581,36,
4250,6851.3,21102.5,161.9,82,583,36,
4251,6852.8,21107.1,162.3,82,581,37,
4252,6854.5,21112.5,162.7,81,579,36,
4253,6856.0,21117.1,161.5,83,585,39,
4254,6857.5,21121.7,163.1,81,577,38,
4255,6859.3,21126.9,169.5,72,547,36,
4256,6860.8,21131.2,175.6,65,522,40,
4257,6862.3,21135.3,180.3,60,505,39,
4258,6863.7,21139.7,171.1,70,540,38,
4259,6865.3,21144.1,171.1,70,540,38,
4260,6866.8,21148.6,170.3,71,543,38,
4261,6868.2,21153.0,168.1,74,553,39,
4262,6870.0,21158.1,174.3,66,527,38,
4263,6871.5,21162.3,175.2,65,523,40,
4264,6873.0,21166.6,177.8,62,514,41,
4265,6874.3,21170.1,178.9,61,510,43,
4266,6875.5,21173.5,178.9,61,510,43,
4267,6876.7,21176.7,183.0,57,496,46,
4268,6878.3,21180.7,191.4,50,471,45,
4269,6879.5,21184.0,191.4,50,471,45,
4270,6882.3,21191.3,190.0,51,475,45,
4271,6884.0,21196.8,160.3,85,592,37,
4272,6885.8,21202.6,149.8,104,658,35,
4273,6887.3,21207.6,151.5,101,646,38,
4274,6889.0,21213.4,151.0,102,649,37,
4275,6890.5,21218.3,154.7,95,625,39,
4276,6891.8,21222.2,158.9,87,600,48,
4277,6892.8,21225.2,158.9,87,600,48,
4278,6894.5,21230.7,161.1,84,588,38,
4279,6896.0,21235.6,155.5,93,620,39,
4280,6897.5,21240.3,155.5,93,620,39,
4281,6899.3,21246.0,155.6,93,619,38,
4282,6900.8,21250.9,155.8,93,618,39,
4283,6902.3,21255.7,154.5,95,626,38,
4284,6903.8,21260.6,154.5,95,626,38,
4285,6905.5,21266.3,153.0,98,636,38,
4286,6907.0,21271.2,155.7,93,619,39,
4287,6908.5,21275.8,155.7,93,619,39,
4288,6910.3,21281.4,160.7,84,590,38,
4289,6911.8,21286.0,160.4,85,591,37,
4290,6913.3,21290.7,160.4,85,591,37,
4291,6915.0,21296.2,161.2,84,587,37,
4292,6916.5,21300.9,161.2,84,587,37,
4293,6918.3,21306.4,159.6,86,596,36,
4294,6920.0,21311.9,160.3,85,592,36,
4295,6921.7,21317.3,161.3,83,587,35,
4296,6923.3,21322.1,161.3,83,587,35,
4297,6925.0,21327.7,155.7,93,619,37,
4298,6926.5,21332.3,163.3,80,576,38,
4299,6928.0,21336.9,165.0,78,568,40,
4300,6929.5,21341.4,165.6,77,565,40,
4301,6931.3,21347.0,158.8,87,600,37,
4302,6932.7,21351.6,158.8,87,600,37,
4303,6934.5,21357.2,157.8,89,606,36,
4304,6936.2,21362.8,157.2,90,610,36,
4305,6937.8,21367.6,158.0,89,605,40,
4306,6939.0,21371.3,158.0,89,605,40,
4307,6940.8,21376.5,170.6,70,542,38,
4308,6942.3,21381.1,170.6,70,542,38,
4309,6944.0,21386.6,158.5,88,602,36,
4310,6945.5,21391.4,156.9,91,611,38,
4311,6947.3,21396.9,159.2,87,598,37,
4312,6948.7,21401.6,159.2,87,598,37,
4313,6950.5,21407.2,157.2,90,610,37,
4314,6952.0,21411.9,157.2,90,610,37,
4315,6953.8,21417.5,158.4,88,603,37,
4316,6955.3,21422.3,158.4,88,603,37,
4317,6957.0,21427.9,156.1,92,616,36,
4318,6958.8,21433.5,156.0,92,617,36,
4319,6960.5,21439.2,155.8,93,618,35,
4320,6962.0,21443.9,155.8,93,618,35,
4321,6963.7,21449.4,158.5,88,602,37,
4322,6965.5,21455.0,159.7,86,595,35,
4323,6967.0,21459.6,159.7,86,595,35,
4324,6968.7,21465.1,161.3,83,587,36,
4325,6970.5,21470.7,155.4,93,620,35,
4326,6972.3,21476.5,155.3,93,621,36,
4327,6973.7,21481.2,155.3,93,621,36,
4328,6975.5,21486.9,155.8,93,618,36,
4329,6977.3,21492.5,156.6,91,613,36,
4330,6979.0,21498.1,157.3,90,609,35,
4331,6980.5,21502.9,157.3,90,609,35,
4332,6982.2,21508.6,155.2,94,622,36,
4333,6984.0,21514.3,155.2,94,622,36,
4334,6985.8,21519.9,156.3,92,615,35,
4335,6987.3,21524.6,156.3,92,615,35,
4336,6989.0,21530.3,154.6,95,625,35,
4337,6990.8,21536.1,152.1,99,642,36,
4338,6992.5,21541.8,153.6,97,632,34,
4339,6994.0,21546.6,153.6,97,632,34,
4340,6995.7,21552.1,158.1,89,604,36,
4341,6997.5,21557.6,158.8,87,600,36,
4342,6999.0,21562.4,158.8,87,600,36,
4343,7000.7,21568.0,157.3,90,609,37,
4344,7002.5,21573.8,154.1,96,629,36,
4345,7004.0,21578.8,148.9,106,664,37,
4346,7005.7,21584.5,152.7,98,638,37,
4347,7007.2,21589.3,156.4,91,614,37,
4348,7009.0,21594.9,156.2,92,616,36,
4349,7010.7,21600.5,157.1,90,610,34,
4350,7012.5,21606.1,156.6,91,613,35,
4351,7014.0,21610.9,156.6,91,613,35,
4352,7015.8,21616.5,156.5,91,614,36,
4353,7017.5,21622.1,156.0,92,617,35,
4354,7019.2,21627.8,155.7,93,619,35,
4355,7021.0,21633.4,154.7,95,625,35,
4356,7022.7,21639.1,156.1,92,616,34,
4357,7024.5,21644.8,154.6,95,625,35,
4358,7026.3,21650.4,155.0,94,623,35,
4359,7028.0,21656.0,157.0,90,611,35,
4360,7029.5,21660.8,157.0,90,611,35,
4361,7031.2,21666.4,156.4,91,614,35,
4362,7033.0,21672.1,154.9,94,624,35,
4363,7034.8,21677.8,154.7,95,625,35,
4364,7036.5,21683.5,154.0,96,629,35,
4365,7038.0,21688.2,154.0,96,629,35,
4366,7039.7,21693.9,153.5,97,633,36,
4367,7041.5,21699.8,152.1,99,642,36,
4368,7043.2,21705.5,151.7,100,645,35,
4369,7044.7,21710.4,152.8,98,637,37,
4370,7046.5,21716.1,154.4,95,627,36,
4371,7048.0,21720.9,154.4,95,627,36,
4372,7049.5,21725.7,157.0,90,611,37,
4373,7051.2,21731.4,155.2,94,622,37,
4374,7053.0,21737.0,155.3,93,621,36,
4375,7054.5,21741.8,156.3,92,615,38,
4376,7056.0,21746.4,156.3,92,615,38,
4377,7057.7,21752.0,157.9,89,605,37,
4378,7059.5,21757.7,155.2,94,622,35,
4379,7061.2,21763.3,155.0,94,623,34,
4380,7063.0,21768.9,155.6,93,619,34,
4381,7064.7,21774.6,155.3,93,621,35,
4382,7066.2,21779.4,155.3,93,621,35,
4383,7068.0,21785.1,154.2,95,628,35,
4384,7069.7,21790.8,155.3,93,621,35,
4385,7071.5,21796.5,154.6,95,625,36,
4386,7073.2,21802.2,153.0,98,636,34,
4387,7074.7,21807.1,153.0,98,636,34,
4388,7076.5,21812.9,152.9,98,636,36,
4389,7078.2,21818.6,153.8,96,631,36,
4390,7079.7,21823.4,153.8,96,631,36,
4391,7081.5,21829.2,154.0,96,629,36,
4392,7083.2,21834.9,152.4,99,640,35,
4393,7085.0,21840.7,152.7,98,638,36,
4394,7086.5,21845.5,152.7,98,638,36,
4395,7088.2,21851.3,154.0,96,629,35,
4396,7090.0,21857.0,151.8,100,644,36,
4397,7091.7,21862.7,153.3,97,634,35,
4398,7093.2,21867.6,156.1,92,616,37,
4399,7095.0,21873.2,155.8,93,618,37,
4400,7096.5,21878.0,155.8,93,618,37,
4401,7098.2,21883.6,157.0,90,611,36,
4402,7100.0,21889.2,157.3,90,609,36,
4403,7101.5,21893.9,157.3,90,609,36,
4404,7103.2,21899.5,157.6,89,607,35,
4405,7105.0,21905.2,156.8,91,612,37,
4406,7106.5,21909.9,156.8,91,612,37,
4407,7108.2,21915.5,158.0,89,605,37,
4408,7109.7,21920.2,158.0,89,605,37,
4409,7111.5,21925.8,157.9,89,605,36,
4410,7113.2,21931.3,157.3,90,609,36,
4411,7115.0,21937.0,157.2,90,610,35,
4412,7116.7,21942.5,157.1,90,610,34,
4413,7118.2,21947.3,157.1,90,610,34,
4414,7120.0,21952.9,156.9,91,611,36,
4415,7121.7,21958.5,157.9,89,605,34,
4416,7123.5,21964.0,159.2,87,598,35,
4417,7125.2,21969.5,159.7,86,595,34,
4418,7127.0,21974.9,161.1,84,588,35,
4419,7128.5,21979.6,161.1,84,588,35,
4420,7130.2,21985.0,162.1,82,582,35,
4421,7132.0,21990.4,160.8,84,589,35,
4422,7133.7,21995.9,160.0,85,594,35,
4423,7135.5,22001.5,160.2,85,592,36,
4424,7137.0,22006.1,160.2,85,592,36,
4425,7139.0,22012.4,160.1,85,593,34,
4426,7140.5,22017.1,160.1,85,593,34,
4427,7142.2,22022.7,158.0,89,605,36,
4428,7144.0,22028.4,156.4,91,614,36,
4429,7145.7,22033.9,156.2,92,616,35,
4430,7147.5,22039.6,155.9,92,617,34,
4431,7149.2,22045.2,156.4,91,614,35,
4432,7151.0,22050.8,155.9,92,617,35,
4433,7152.7,22056.4,156.7,91,613,34,
4434,7154.5,22062.0,158.1,89,604,34,
4435,7156.2,22067.5,157.5,90,608,34,
4436,7158.0,22073.1,157.7,89,607,35,
4437,7159.5,22077.8,157.7,89,607,35,
4438,7161.2,22083.5,157.7,89,607,35,
4439,7163.0,22089.1,155.5,93,620,35,
4440,7164.7,22094.8,155.5,93,620,35,
4441,7166.5,22100.4,156.1,92,616,35,
4442,7168.2,22106.0,156.0,92,617,35,
4443,7170.0,22111.6,157.1,90,610,35,
4444,7171.5,22116.3,157.1,90,610,35,
4445,7173.2,22121.9,158.4,88,603,35,
4446,7175.0,22127.5,157.2,90,610,36,
4447,7176.7,22133.0,157.6,89,607,35,
4448,7178.5,22138.6,157.7,89,607,34,
4449,7180.2,22144.2,157.5,90,608,35,
4450,7181.7,22148.9,157.5,90,608,35,
4451,7183.5,22154.5,158.3,88,603,36,
4452,7185.2,22160.1,157.7,89,607,36,
4453,7187.0,22165.6,157.0,90,611,35,
4454,7188.7,22171.2,157.0,90,611,35,
4455,7190.5,22176.8,158.4,88,603,35,
4456,7192.0,22181.5,158.4,88,603,35,
4457,7193.7,22187.0,159.8,86,595,36,
4458,7195.5,22192.4,160.1,85,593,35,
4459,7197.5,22198.7,161.0,84,588,33,
4460,7199.0,22203.3,166.0,77,563,37,
4461,7200.5,22208.0,157.1,90,610,39,
4462,7202.2,22213.7,153.8,96,631,37,
4463,7203.7,22218.6,153.8,96,631,37,
4464,7205.5,22224.2,154.5,95,626,36,
4465,7207.2,22229.9,154.6,95,625,36,
4466,7209.0,22235.7,153.0,98,636,36,
4467,7210.5,22240.5,153.0,98,636,36,
4468,7212.2,22246.2,154.4,95,627,35,
4469,7214.0,22252.0,152.5,99,639,37,
4470,7215.5,22257.2,147.1,110,678,39,
4471,7217.0,22262.2,146.4,112,683,39,
4472,7218.5,22267.3,146.4,112,683,39,
4473,7220.2,22273.3,149.4,105,661,37,
4474,7222.0,22279.1,150.4,103,654,35,
4475,7223.7,22284.8,152.5,99,639,35,
4476,7225.2,22289.7,152.5,99,639,35,
4477,7227.0,22295.4,152.2,99,641,36,
4478,7228.7,22301.2,153.0,98,636,35,
4479,7230.2,22306.1,153.0,98,636,35,
4480,7232.0,22311.9,151.6,100,645,36,
4481,7233.7,22317.7,151.6,100,645,36,
4482,7235.2,22322.7,151.5,101,646,38,
4483,7236.7,22327.6,151.5,101,646,38,
4484,7238.5,22333.5,151.2,101,648,38,
4485,7240.0,22338.4,153.9,96,630,38,
4486,7241.7,22344.0,156.0,92,617,36,
4487,7243.2,22348.8,156.5,91,614,38,
4488,7244.7,22353.6,156.5,91,614,38,
4489,7246.5,22359.3,154.4,95,627,38,
4490,7248.0,22364.3,150.9,102,650,38,
4491,7249.7,22370.1,152.2,99,641,36,
4492,7251.2,22375.0,152.1,99,642,38,
4493,7253.0,22380.8,152.4,99,640,37,
4494,7254.5,22385.7,153.3,97,634,37,
4495,7256.2,22391.4,153.1,98,635,36,
4496,7257.7,22396.3,153.8,96,631,37,
4497,7259.5,22402.0,153.3,97,634,36,
4498,7261.2,22407.7,155.3,93,621,35,
4499,7262.7,22412.5,155.2,94,622,37,
4500,7264.5,22418.2,156.1,92,616,36,
4501,7266.0,22422.9,156.1,92,616,36,
4502,7267.7,22428.6,156.2,92,616,36,
4503,7269.2,22433.4,156.2,92,616,36,
4504,7271.0,22439.1,153.5,97,633,36,
4505,7272.5,22444.1,153.5,97,633,36,
4506,7274.2,22450.1,148.1,108,670,38,
4507,7275.5,22454.4,144.4,116,700,48,
4508,7276.7,22458.7,146.1,112,686,44,
4509,7278.2,22463.7,146.1,112,686,44,
4510,7280.0,22469.5,150.9,102,650,38,
4511,7281.5,22474.4,150.9,102,650,38,
4512,7283.2,22480.0,156.3,92,615,35,
4513,7284.7,22484.8,156.3,92,615,35,
4514,7286.5,22490.5,156.0,92,617,37,
4515,7288.0,22495.2,156.0,92,617,37,
4516,7289.7,22500.7,158.0,89,605,36,
4517,7291.2,22505.4,158.0,89,605,36,
4518,7293.0,22511.0,158.3,88,603,37,
4519,7294.5,22515.9,158.3,88,603,37,
4520,7296.2,22521.5,156.4,91,614,38,
4521,7297.7,22526.2,156.4,91,614,38,
4522,7299.5,22532.0,154.2,95,628,37,
4523,7301.0,22536.8,154.2,95,628,37,
4524,7302.7,22542.5,155.2,94,622,37,
4525,7304.2,22547.3,155.2,94,622,37,
4526,7306.0,22553.1,153.1,98,635,37,
4527,7307.5,22558.0,152.5,99,639,37,
4528,7309.0,22562.9,152.5,99,639,37,
4529,7310.7,22568.6,154.4,95,627,37,
4530,7312.2,22573.4,154.4,95,627,37,
4531,7314.0,22579.2,153.3,97,634,38,
4532,7315.5,22584.0,154.5,95,626,38,
4533,7317.0,22588.9,154.5,95,626,38,
4534,7318.7,22594.5,156.2,92,616,37,
4535,7320.2,22599.3,156.2,92,616,37,
4536,7322.0,22605.1,153.4,97,633,38,
4537,7323.5,22610.0,155.1,94,622,38,
4538,7325.0,22614.7,155.1,94,622,38,
4539,7326.7,22620.4,155.9,92,617,37,
4540,7328.2,22625.1,155.9,92,617,37,
4541,7330.0,22630.7,157.9,89,605,37,
4542,7331.5,22635.4,157.9,89,605,37,
4543,7333.2,22641.0,158.2,88,604,38,
4544,7334.7,22645.8,158.2,88,604,38,
4545,7336.5,22651.4,157.2,90,610,37,
4546,7338.0,22656.1,158.1,89,604,37,
4547,7339.7,22661.8,155.8,93,618,37,
4548,7341.2,22666.6,154.8,94,624,37,
4549,7343.0,22672.3,154.6,95,625,37,
4550,7344.5,22677.2,153.7,96,631,39,
4551,7346.0,22682.1,153.7,96,631,39,
4552,7347.5,22687.1,152.3,99,640,37,
4553,7349.2,22692.8,153.7,96,631,38,
4554,7350.7,22697.6,154.0,96,629,39,
4555,7352.2,22702.5,154.9,94,624,39,
4556,7353.7,22707.4,154.9,94,624,39,
4557,7355.2,22712.3,154.1,96,629,38,
